tsne1,tsne2,label,code
-33.95512,-7.0503254,Other,3
5.743861,-23.088888,Other,3
30.193302,-14.501053,Other,3
33.35491,-7.04042,Other,3
-27.867313,38.28493,Other,3
-20.905785,-38.309162,Other,3
-15.281503,-38.746258,Other,3
-22.468287,-5.192092,Top-Multi,2
25.39777,-17.58176,Other,3
14.797389,47.430042,Other,3
26.25108,-13.531259,Top-Multi,2
-6.752304,-36.12804,Other,3
6.4074087,-32.397232,Other,3
18.23956,48.55181,Other,3
-22.466393,-0.24317212,Other,3
20.208178,-19.059387,Other,3
2.9313123,-3.9035976,Other,3
-2.654026,-0.27586573,Other,3
10.607175,-33.766876,Other,3
8.673728,36.68506,Top-Multi,2
14.150316,-22.097525,Other,3
-3.8106966,36.792213,Top-Multi,2
0.7813681,24.346846,Top-Multi,2
-5.1957893,19.505402,Other,3
-12.821532,0.765591,Other,3
5.395352,19.865477,Other,3
17.449717,-12.195286,Other,3
-40.09353,-9.339379,Other,3
28.320381,18.873606,Other,3
15.5583725,44.82904,Other,3
21.766348,-10.639473,Other,3
-36.054035,-10.842879,Other,3
15.035702,42.156418,Other,3
28.97042,-2.512074,Other,3
-27.636307,32.371864,Other,3
-32.829292,-7.1928477,Other,3
1.1571486,12.064537,Other,3
22.282728,46.920315,Other,3
-31.164639,1.6827178,Top-Multi,2
0.78026956,-36.762047,Other,3
15.1569,-6.5226393,Other,3
26.34908,41.753494,Other,3
35.235764,1.8489769,Other,3
5.679873,-24.49016,Other,3
37.4736,-17.681713,Other,3
-15.281052,16.117144,Other,3
-4.542637,-21.01782,Other,3
4.4615126,-31.191074,Other,3
-2.8640356,14.28586,Top-Multi,2
10.520897,17.79062,Other,3
20.208727,-17.949926,Other,3
-16.575546,39.36419,Top-Multi,2
31.607784,-17.776955,Other,3
-8.108939,-41.760468,Other,3
12.273148,5.0633817,Other,3
-20.32718,-20.78418,Top-Multi,2
1.8199034,46.974262,Class1,0
-33.443302,-6.97674,Other,3
41.549923,10.605423,Other,3
19.230675,-37.49448,Other,3
28.649588,-12.08349,Other,3
-42.04829,-13.638753,Other,3
-13.552953,-15.996787,Other,3
-14.422175,41.795532,Other,3
-33.836334,-34.629726,Class1,0
-33.182785,5.515813,Other,3
-31.135464,19.768393,Other,3
9.930281,-19.415495,Other,3
-20.516289,38.07796,Other,3
17.19037,17.28629,Other,3
-38.82489,2.7447011,Other,3
-3.9780777,5.8062987,Other,3
-22.671747,-22.89548,Other,3
-6.1745405,7.175255,Other,3
11.083067,17.654335,Other,3
-28.533327,-11.090383,Other,3
35.035675,-18.82778,Other,3
-2.4091914,16.803225,Other,3
-17.595552,-2.242426,Other,3
26.556551,37.47255,Other,3
2.274416,-14.530592,Other,3
8.796728,31.810057,Other,3
23.020176,-33.67802,Other,3
20.143732,-29.062708,Other,3
-6.295391,10.958146,Other,3
26.94008,37.898956,Top-Multi,2
27.594099,-13.54811,Other,3
23.293045,-34.730206,Other,3
15.050512,45.75529,Other,3
10.924169,6.89175,Other,3
-15.569364,7.9946446,Other,3
-0.20784695,5.5123773,Other,3
-11.97638,-28.340866,Other,3
28.360508,-3.9123716,Other,3
-4.9824166,46.52961,Other,3
-27.823536,-20.686792,Other,3
18.703682,35.703564,Other,3
30.854925,37.439304,Other,3
6.716288,3.0147762,Top-Multi,2
44.22688,7.777084,Top-Multi,2
-6.5647316,-34.686497,Top-Multi,2
44.76108,-17.52382,Other,3
37.112545,-23.9154,Other,3
-34.817375,-0.4133146,Other,3
14.815444,13.499978,Other,3
24.611362,52.03917,Other,3
-11.405779,-0.18962452,Other,3
-23.243809,21.99689,Top-Multi,2
-11.561714,-21.814642,Top-Multi,2
24.74842,-29.122995,Other,3
41.162106,26.749779,Other,3
25.574688,-10.160727,Other,3
21.171158,19.418646,Top-Multi,2
-31.65564,-18.592535,Other,3
-3.8943138,11.84815,Other,3
-20.821722,-16.977922,Other,3
22.36722,30.83945,Other,3
-23.476353,-15.965168,Other,3
-31.386625,-30.74236,Other,3
20.069725,47.420662,Other,3
17.399595,-28.284056,Other,3
-16.066038,-42.92592,Other,3
-19.821785,-29.674265,Other,3
-1.3249065,-14.609173,Other,3
20.689796,11.956687,Other,3
-36.32708,-31.430632,Other,3
-25.187431,31.414677,Other,3
4.7213535,10.2978325,Other,3
17.196728,52.52299,Other,3
-6.9845076,12.240179,Other,3
14.550694,-30.80682,Top-Multi,2
26.482357,-22.053457,Top-Multi,2
12.983503,43.89573,Other,3
-14.210604,-2.3862808,Other,3
-11.670663,-16.418663,Other,3
32.154964,11.875371,Other,3
-28.493214,-24.5965,Other,3
-22.965883,-35.220543,Other,3
-31.059593,-42.21032,Other,3
14.661579,-5.2572026,Top-Multi,2
21.754135,42.835854,Top-Multi,2
-34.39399,20.600157,Other,3
-1.3622875,-18.76242,Other,3
21.892231,-15.190721,Other,3
31.311348,22.802502,Other,3
2.2259328,-33.986122,Other,3
4.6056848,-1.1448863,Other,3
-34.88493,-32.052452,Other,3
29.233232,-10.205366,Other,3
18.483227,35.1939,Other,3
4.2091537,7.4004383,Other,3
-1.302794,6.8881316,Top-Multi,2
-31.595907,-13.004345,Other,3
-1.3707106,50.416954,Other,3
5.962337,14.476691,Other,3
16.478785,-20.801756,Other,3
26.606024,36.06213,Other,3
40.67903,-19.66956,Other,3
-8.440404,5.4893985,Top-Multi,2
-48.336178,18.639587,Other,3
-23.315485,21.22307,Other,3
33.243973,-9.590766,Other,3
13.74943,23.255957,Other,3
-32.69859,16.158348,Other,3
27.566515,-12.698987,Other,3
-30.628695,31.2611,Other,3
-9.355228,-30.836111,Other,3
7.7532134,-7.308936,Other,3
-20.78488,-35.597244,Other,3
38.48918,-25.610518,Top-Multi,2
20.226313,37.879734,Other,3
25.269787,8.712969,Other,3
43.889164,-17.914448,Other,3
38.472668,-21.192636,Other,3
36.10204,-9.182071,Other,3
-34.045975,8.756107,Other,3
-15.786642,36.303528,Other,3
2.8343518,-11.425079,Other,3
16.81289,-29.27623,Other,3
-13.422483,42.42255,Top-Multi,2
4.3596144,38.215984,Other,3
-15.008876,42.80156,Other,3
32.427418,12.7323,Top-Multi,2
21.713785,23.777582,Other,3
-22.434158,-0.5142756,Other,3
-3.3957992,1.1292957,Other,3
-13.283689,-9.590814,Other,3
10.085995,-9.055509,Other,3
11.371571,47.791656,Other,3
3.226284,-36.459724,Other,3
-23.486229,38.057365,Class1,0
-14.412658,22.216333,Other,3
33.091606,35.794426,Other,3
13.924359,0.23413633,Top-Multi,2
-12.717139,-30.152943,Other,3
-7.934481,12.361337,Top-Multi,2
-7.0467243,-29.457054,Other,3
-15.78335,-18.021158,Other,3
0.3371689,-41.357567,Other,3
-37.89385,11.896758,Other,3
-6.610485,39.642906,Other,3
-0.8333528,13.464586,Other,3
27.498318,5.1190815,Other,3
36.128742,-20.694233,Other,3
37.347008,-17.486526,Other,3
-4.022721,-30.12985,Other,3
-43.958767,5.0359197,Other,3
-9.015061,-2.1467426,Other,3
-21.133924,-28.920685,Other,3
11.459168,15.345397,Top-Multi,2
19.566471,-38.596474,Other,3
-27.240307,-9.988385,Other,3
26.467865,35.843555,Other,3
38.50075,-6.7594137,Other,3
-13.125087,-6.400485,Other,3
13.655693,46.322845,Other,3
-33.367577,-6.0616007,Other,3
18.777594,-3.9778,Top-Multi,2
26.552813,-23.50787,Other,3
24.155956,-9.447882,Other,3
-28.821495,-29.100481,Other,3
5.0605054,36.947514,Other,3
-0.9009461,13.501095,Other,3
32.529095,-10.57009,Other,3
-7.9837456,-18.421146,Other,3
12.215744,7.5284123,Other,3
-34.58892,13.753006,Other,3
-43.39871,-24.297163,Class1,0
9.241198,-21.22642,Other,3
7.923138,-46.440052,Other,3
-18.428247,6.950657,Other,3
13.730187,4.715387,Top-Multi,2
-45.495636,-6.309773,Other,3
0.42563987,10.42788,Other,3
14.901383,-14.193011,Other,3
22.288105,1.7662627,Other,3
-9.305742,43.879128,Top-Multi,2
-40.40658,-33.024887,Other,3
10.605819,-11.336402,Other,3
-22.355318,-12.4306555,Top-Multi,2
11.583119,-0.8459087,Top-Multi,2
26.184443,-39.12339,Other,3
31.03079,15.6288395,Other,3
-15.090275,-0.9313615,Other,3
3.293596,12.06526,Other,3
6.6097374,36.53246,Other,3
14.09537,0.39903465,Other,3
-3.9194171,-29.963858,Other,3
18.270363,50.11322,Other,3
-37.744946,-19.366123,Other,3
-12.835098,33.125275,Other,3
-42.40791,4.11033,Other,3
5.967358,31.920687,Other,3
9.159224,49.686275,Other,3
-25.822206,17.550821,Top-Multi,2
10.147206,-41.507874,Other,3
-10.478477,11.743485,Top-Multi,2
-19.834394,-34.203033,Other,3
19.523647,10.468371,Other,3
27.296494,-30.145536,Other,3
-7.3219047,23.950788,Other,3
-11.788991,-39.712505,Other,3
29.14923,40.17422,Top-Multi,2
32.94746,-11.541249,Other,3
17.41286,13.087922,Other,3
-25.746075,9.261766,Other,3
18.777607,-14.564983,Top-Multi,2
-23.77554,-38.6336,Other,3
-23.080914,-35.34518,Other,3
-27.618631,29.451962,Other,3
22.072414,-32.905346,Other,3
-36.5458,-11.69452,Other,3
-8.853194,-37.930454,Other,3
40.813854,-8.302436,Other,3
16.384188,19.178925,Other,3
26.958029,-11.7233,Other,3
4.8074865,-4.1405416,Other,3
-35.0427,-7.4025235,Other,3
-2.454213,26.421537,Other,3
-13.896556,24.860723,Other,3
43.903725,-17.14146,Other,3
-21.13933,38.996597,Other,3
-32.26598,-2.2781467,Other,3
-8.573544,-48.23667,Other,3
24.679209,45.19684,Other,3
-30.23224,-33.60906,Other,3
-14.13881,41.18576,Top-Multi,2
18.588106,32.458805,Class1,0
14.583495,43.537815,Other,3
-28.20629,38.695576,Other,3
-24.620667,-16.479609,Other,3
1.98132,-22.385784,Top-Multi,2
10.0164995,-19.203918,Other,3
2.46771,0.9574418,Other,3
-21.195063,-7.963601,Other,3
26.15319,40.082436,Other,3
-28.573027,-23.68492,Other,3
-6.3054304,-12.927526,Other,3
-32.47054,-8.775546,Other,3
27.071222,-34.17925,Other,3
-0.8462606,15.655212,Other,3
-12.775598,-16.971872,Other,3
-42.920273,-24.843246,Class1,0
48.4986,-14.920109,Other,3
-23.009827,0.6732897,Other,3
26.822454,0.49583337,Other,3
18.834444,-42.491776,Other,3
-20.173874,19.79044,Other,3
34.794975,14.467352,Other,3
25.185833,-14.46364,Other,3
16.979023,35.75863,Other,3
-41.01121,2.4680228,Top-Multi,2
-34.034748,-14.442107,Other,3
-33.738804,-8.948027,Other,3
-39.736927,-29.80163,Class1,0
-13.186577,-1.911082,Other,3
12.5700865,11.892189,Other,3
-30.995893,-41.394104,Other,3
1.3552313,43.814327,Other,3
-7.153501,-9.647379,Other,3
-12.941456,-40.99379,Other,3
-23.034256,-4.9923306,Other,3
-9.668858,7.361287,Other,3
19.696135,36.839924,Other,3
-2.338796,-42.312305,Other,3
17.571024,14.619511,Other,3
12.005377,51.196938,Other,3
-35.93174,-14.5004225,Other,3
-2.3853621,2.032244,Other,3
39.838924,-1.530952,Other,3
23.197693,42.69442,Other,3
12.77832,40.2664,Other,3
-40.68755,2.751246,Other,3
-42.568104,-0.24956067,Other,3
-32.91162,2.550413,Other,3
-7.737554,-21.08593,Other,3
-26.211082,-43.07019,Other,3
13.545537,-37.47885,Other,3
18.561644,41.954643,Other,3
-6.1074347,-2.6288972,Top-Multi,2
18.570177,-19.372759,Top-Multi,2
28.46043,-3.2836266,Other,3
12.561199,-7.404423,Other,3
-42.325497,8.520115,Top-Multi,2
9.8250265,-24.26618,Other,3
-12.325612,-17.825222,Other,3
-45.95752,8.113193,Other,3
-23.443794,4.9780912,Other,3
-24.915361,-19.627262,Other,3
6.1156826,36.414207,Other,3
11.1667,41.63559,Other,3
-12.9414015,-21.214752,Other,3
25.019709,38.264492,Other,3
22.868484,-24.932028,Other,3
-1.2393992,-50.40898,Other,3
28.721949,-8.966692,Other,3
19.689333,6.9757895,Other,3
-22.857702,-22.926775,Other,3
28.797873,-19.287592,Other,3
18.630177,37.436226,Other,3
23.041729,39.167633,Top-Multi,2
-28.144604,-28.63386,Other,3
10.405848,44.424862,Other,3
38.454967,12.955648,Other,3
-1.5811825,8.3669,Top-Multi,2
18.806889,-29.908775,Other,3
12.083424,-15.636819,Other,3
1.7114301,-1.0882857,Other,3
14.486838,-27.506647,Other,3
-43.035004,5.194392,Other,3
18.12935,-31.471127,Other,3
-48.8726,-0.37081695,Other,3
-42.282898,-21.804316,Other,3
34.001873,-14.921778,Other,3
25.272833,-38.841415,Other,3
19.74409,-26.940168,Other,3
-27.885475,13.517355,Other,3
31.33856,-15.944221,Other,3
-27.132616,11.085395,Other,3
9.4512205,25.079983,Other,3
0.95289767,39.23377,Other,3
-10.007529,33.31214,Other,3
33.748062,14.553336,Other,3
-12.118526,-12.608792,Other,3
-0.4052372,-36.786087,Other,3
17.783272,-12.854082,Other,3
11.450475,1.1126049,Top-Multi,2
-43.13145,-11.360537,Other,3
-30.506393,-13.426888,Other,3
-23.233454,5.1164174,Other,3
15.251462,-3.0825102,Other,3
-4.601865,-10.346388,Other,3
17.874283,12.643849,Other,3
9.577893,-37.037945,Other,3
-43.2612,-12.11582,Other,3
9.133261,-12.451641,Other,3
-2.10311,-33.334858,Top-Multi,2
31.656399,11.357419,Other,3
-13.143613,-21.787802,Other,3
23.137707,-35.349384,Other,3
-2.9028132,1.577895,Other,3
-38.120735,-17.559647,Other,3
29.86221,39.40207,Other,3
2.4953887,33.741344,Other,3
7.502227,7.5362787,Other,3
-7.2889833,37.39118,Top-Multi,2
-9.932411,1.5275469,Other,3
-21.18914,26.384895,Other,3
-33.406235,-2.1089022,Other,3
2.4527206,-34.656544,Top-Multi,2
-15.733969,-3.6563098,Top-Multi,2
18.460934,3.1370566,Top-Multi,2
-23.464848,-22.691057,Other,3
27.391218,-19.176249,Other,3
-0.5677514,-19.014782,Other,3
42.601986,-0.1203989,Other,3
4.4295936,4.889808,Other,3
-27.780903,-19.056507,Other,3
10.201327,-16.271898,Top-Multi,2
-25.661036,-40.830982,Other,3
-45.313267,-15.734542,Other,3
21.022099,33.776417,Other,3
22.78423,44.770664,Other,3
-43.62133,-21.347042,Other,3
19.443415,0.62143975,Other,3
-16.18421,-37.202198,Other,3
38.07352,9.484792,Other,3
-24.333012,0.049719866,Other,3
27.150463,-10.986228,Other,3
17.7502,-22.37429,Other,3
21.096788,-31.631262,Other,3
10.097219,1.3348116,Other,3
-38.703205,22.904577,Other,3
21.71932,-35.112186,Other,3
1.0141151,9.738187,Other,3
-6.871356,-3.6270156,Other,3
24.441452,0.7917623,Other,3
-1.4245098,-44.216198,Other,3
1.6398983,-5.3198714,Other,3
-14.648516,-14.3709,Other,3
3.9566183,-0.424064,Other,3
-2.3815722,-36.408436,Other,3
18.475466,-33.116367,Other,3
34.66351,34.64068,Other,3
29.342886,31.57615,Other,3
5.114491,9.0532,Other,3
-42.2668,6.411543,Other,3
-42.61031,2.0814354,Other,3
47.665665,-14.111229,Other,3
-13.862207,-20.223194,Other,3
-5.2615657,-34.960186,Other,3
7.092251,30.17698,Other,3
13.131835,42.32281,Other,3
-5.536494,-34.59232,Other,3
24.056524,-31.191916,Other,3
-41.409782,4.8694706,Other,3
-22.639938,-28.005165,Other,3
-8.194553,-24.299664,Other,3
-26.11337,5.714378,Other,3
6.4409647,-1.6410596,Other,3
-27.034155,-26.846214,Other,3
44.865025,-16.337782,Other,3
-11.79157,-23.519304,Other,3
-28.456724,-24.76814,Other,3
-16.053577,-13.270331,Other,3
-14.588782,-19.643528,Other,3
-17.07611,-15.5098915,Other,3
13.176291,38.70595,Other,3
-2.1059675,14.098528,Top-Multi,2
18.656384,16.139215,Other,3
-34.698006,-17.966211,Other,3
7.4416823,16.901356,Other,3
-16.557547,44.01886,Other,3
-42.084442,-34.202515,Class1,0
24.232702,17.134254,Other,3
26.128466,-31.988497,Top-Multi,2
20.18254,17.37563,Top-Multi,2
24.095829,-10.771076,Other,3
7.398963,-7.2782073,Other,3
32.49477,-4.313509,Other,3
-19.366304,3.2837703,Other,3
5.4943123,17.669655,Other,3
-18.834877,-0.36338374,Other,3
-12.138998,-15.271236,Other,3
28.919706,10.760129,Top-Multi,2
2.7610056,-21.90962,Other,3
27.67135,-33.200474,Other,3
1.7952698,-13.234359,Other,3
37.949596,11.458376,Other,3
-41.57732,-13.224846,Other,3
-25.428015,1.5621485,Other,3
-16.36688,11.268658,Other,3
14.26836,42.39434,Other,3
-4.5375676,14.8045435,Top-Multi,2
-44.337017,-5.938931,Other,3
-37.13723,1.2696738,Other,3
2.4822617,-20.673113,Other,3
14.376839,-25.40202,Other,3
-11.038845,-7.4218884,Other,3
28.947336,-13.263662,Other,3
-5.4677114,47.863167,Other,3
-28.867142,23.480394,Other,3
17.52212,-18.262178,Other,3
-38.677555,-19.30925,Other,3
-39.240578,-1.0768721,Other,3
-0.58852834,8.293269,Other,3
-5.046681,-0.58854526,Other,3
30.660242,-0.39356485,Other,3
-12.70275,5.337614,Other,3
3.1916375,-35.405262,Other,3
-14.629899,-24.861235,Other,3
0.5756077,-42.24956,Other,3
13.546143,43.896233,Other,3
-23.340244,3.644677,Top-Multi,2
2.5715764,-41.932907,Other,3
-6.6078935,-22.814615,Other,3
42.65161,11.567938,Other,3
36.69558,3.5512872,Other,3
6.5288925,38.63628,Other,3
3.6953855,11.053199,Other,3
7.625401,36.15374,Other,3
-35.047108,-11.273264,Other,3
5.228943,12.622596,Other,3
-33.123005,-4.2070575,Other,3
2.959284,-33.67815,Other,3
-29.90735,38.645622,Other,3
48.48737,-14.914022,Other,3
20.481485,-19.258987,Other,3
6.403193,51.676632,Other,3
15.766191,6.11247,Top-Multi,2
-40.37085,19.58089,Other,3
31.492777,15.664318,Top-Multi,2
12.395536,20.660265,Other,3
39.091,-15.597887,Other,3
19.656212,10.169375,Top-Multi,2
-14.831167,41.77789,Other,3
8.012132,13.663007,Other,3
46.51833,-4.954201,Other,3
39.81718,-2.3609438,Other,3
4.215511,45.9263,Other,3
-24.37978,-13.188323,Other,3
40.597202,3.9434152,Other,3
-36.46387,-27.689682,Class1,0
-41.286522,6.2279286,Other,3
27.866343,7.8212333,Other,3
-35.01572,-39.97349,Other,3
13.808819,-46.361897,Other,3
-37.240734,19.272896,Other,3
45.063725,-18.820856,Other,3
39.25546,-11.922822,Other,3
40.67726,10.784821,Other,3
-7.461763,1.8440744,Other,3
35.174007,14.557477,Other,3
7.7752438,-28.706566,Other,3
-27.362246,-11.840041,Other,3
-32.49842,-10.638562,Other,3
-13.087415,9.567815,Other,3
-4.040326,-19.732374,Other,3
3.6904929,-23.672651,Other,3
-26.822027,-3.337433,Other,3
-10.556863,-23.327414,Other,3
-17.830706,-3.4721458,Other,3
-23.700384,-30.155432,Other,3
10.7079,42.875027,Other,3
16.213095,-22.068874,Other,3
1.4425534,-35.607353,Other,3
-45.41438,-7.7088575,Other,3
16.776659,4.9684005,Other,3
34.953674,-18.79989,Other,3
5.901275,14.359575,Other,3
-35.647293,-31.566605,Other,3
12.64613,-2.5148644,Other,3
-11.576318,-20.7218,Other,3
3.2854092,8.55124,Other,3
-38.946236,-19.342497,Other,3
-6.0619326,39.18437,Top-Multi,2
-27.353428,29.929884,Other,3
-44.2288,-26.17377,Other,3
28.855873,40.123066,Other,3
-7.665992,20.037634,Other,3
-8.677249,36.37064,Other,3
-22.051517,-29.994106,Other,3
-11.912322,30.444996,Other,3
-21.055729,18.847132,Other,3
-41.266365,-28.796034,Class1,0
-14.050435,19.926506,Other,3
-22.81518,13.962798,Other,3
26.39119,-33.12139,Other,3
-15.273512,-29.926455,Other,3
10.732375,-31.724924,Other,3
2.194739,-31.604155,Other,3
15.311699,2.6891513,Other,3
18.978119,41.746094,Other,3
12.108242,3.6916492,Other,3
-27.465887,29.471527,Other,3
-18.437374,4.869541,Other,3
4.2765307,42.18103,Other,3
-36.418446,-22.767736,Class1,0
-28.807207,-0.5425257,Top-Multi,2
16.35833,19.012632,Top-Multi,2
-41.367725,5.6479917,Other,3
-23.755873,-9.69069,Other,3
-34.40419,-4.5339923,Other,3
32.55363,37.7719,Other,3
22.723864,-40.21157,Other,3
-13.455901,-20.655226,Other,3
-16.229443,34.676384,Other,3
21.240953,-30.066992,Other,3
-29.75582,-27.264814,Other,3
24.39126,-37.00379,Top-Multi,2
13.602313,21.29943,Other,3
38.959667,9.412154,Other,3
-20.018345,11.2487335,Other,3
-17.332003,-36.120068,Other,3
9.789147,44.592197,Other,3
19.222488,-7.430305,Other,3
31.69269,23.801546,Other,3
-10.368141,0.46928564,Other,3
24.396244,-2.707469,Other,3
-26.873959,-14.22951,Other,3
-20.848997,19.176174,Other,3
40.020744,11.273884,Other,3
1.8556322,46.97619,Other,3
24.191788,49.226837,Other,3
3.3378134,38.72372,Top-Multi,2
33.006676,34.727238,Other,3
7.001512,33.122684,Other,3
-12.392759,-20.086653,Other,3
-5.2599044,-4.805706,Other,3
28.061907,-6.8157754,Other,3
29.742987,7.3129663,Other,3
-25.611485,3.4987698,Other,3
-40.6579,-24.222248,Other,3
16.19365,40.49628,Other,3
9.59128,28.70794,Other,3
13.8183,-18.31467,Other,3
9.906174,6.288369,Other,3
30.20841,39.318073,Other,3
3.9520798,43.853943,Other,3
-36.633633,5.000486,Other,3
7.1789045,39.40614,Other,3
16.868616,6.8852015,Other,3
-24.202639,-13.336328,Other,3
-31.63717,-8.137712,Other,3
9.666902,-6.0673018,Other,3
20.261694,-15.618686,Other,3
-3.9694343,38.07305,Top-Multi,2
17.270863,-9.797075,Other,3
-15.297952,35.75732,Top-Multi,2
13.337055,14.087405,Other,3
-2.1089604,-23.588604,Other,3
-10.058503,3.651746,Other,3
-15.619383,-1.9041437,Other,3
-17.501522,-33.1212,Other,3
-8.517904,8.559657,Other,3
6.6835456,2.93906,Other,3
-18.37344,-40.985107,Other,3
-4.759848,-3.8979821,Other,3
4.8157516,33.870914,Other,3
9.6540365,13.269655,Other,3
1.0251265,39.267006,Other,3
21.248093,-36.727703,Other,3
-13.038718,-41.37981,Other,3
8.604518,-23.928173,Other,3
-2.511253,-9.76698,Other,3
-41.433544,18.00636,Other,3
20.862143,-21.557827,Other,3
46.401436,-5.1257076,Other,3
-3.0058491,37.560383,Top-Multi,2
8.032036,-13.012052,Other,3
-25.256937,-23.82874,Other,3
-35.79931,22.425734,Other,3
33.957924,44.695606,Other,3
6.3687963,35.267918,Other,3
-29.51311,-1.6344888,Other,3
-5.1159086,28.086967,Other,3
0.9542034,24.705599,Other,3
-10.50564,49.627823,Other,3
22.13033,-36.54649,Other,3
8.111164,5.842228,Other,3
-15.006481,-14.302535,Other,3
6.302532,-32.380955,Other,3
-14.051679,-33.93011,Other,3
39.09833,11.702743,Other,3
15.156355,14.361138,Other,3
22.262882,9.401646,Other,3
15.809736,39.468666,Other,3
-40.80485,8.828015,Other,3
21.763988,-28.370264,Other,3
33.492443,34.980846,Other,3
3.599167,0.755617,Other,3
-2.6678917,1.2120107,Other,3
3.6861331,18.278961,Other,3
40.23293,10.25394,Other,3
-12.147699,14.363329,Other,3
-30.357962,-7.988116,Other,3
-12.590279,14.877844,Other,3
27.58011,48.408653,Other,3
-13.841255,41.47096,Top-Multi,2
28.830019,10.44239,Other,3
-3.7922354,-42.51299,Top-Multi,2
-42.996056,-17.164982,Other,3
-12.630635,2.5911074,Other,3
18.107433,22.802309,Top-Multi,2
-30.586597,-17.039862,Other,3
9.546362,31.854359,Other,3
3.5544763,10.214443,Other,3
-35.239918,22.345955,Other,3
-6.613996,-37.83472,Other,3
-30.450935,7.9171824,Other,3
-16.484293,11.217116,Other,3
-8.051403,-25.144632,Other,3
-20.032534,38.83894,Other,3
25.826927,33.580532,Other,3
22.44218,-11.481569,Other,3
-18.561495,28.935667,Other,3
-12.053132,34.733215,Other,3
-0.51353455,25.50479,Other,3
34.865562,12.271053,Other,3
26.861526,15.483154,Other,3
15.436634,12.434994,Other,3
4.4529867,-26.217613,Other,3
36.569157,3.0419488,Other,3
25.338772,-20.284834,Other,3
16.085087,-18.101992,Other,3
15.921045,50.885704,Other,3
-26.345165,-31.038063,Other,3
-7.4763827,-6.4353986,Other,3
-44.89266,5.0296383,Other,3
-19.69676,-39.89292,Other,3
-2.1808205,-22.885612,Other,3
-40.66675,6.3352146,Other,3
7.948694,0.47465092,Top-Multi,2
-41.52738,-19.190138,Other,3
13.180005,-16.268026,Other,3
-15.917919,-14.260725,Other,3
-11.372157,31.563742,Other,3
6.0862556,37.77426,Other,3
21.173868,-33.284115,Other,3
-24.092913,-40.923664,Other,3
-24.799824,-16.297276,Other,3
28.01699,-32.448982,Other,3
6.681266,-27.427824,Other,3
40.51903,-26.074938,Other,3
6.3665495,9.889251,Top-Multi,2
-20.122004,-29.636515,Other,3
37.793293,2.252999,Other,3
-8.577089,37.94636,Top-Multi,2
-25.715975,8.069963,Other,3
18.806204,40.872074,Other,3
-29.165865,39.383247,Other,3
3.8077414,13.934651,Other,3
39.10755,19.37705,Top-Multi,2
-13.865426,-13.285622,Top-Multi,2
-46.36961,-5.804172,Other,3
1.1934717,12.606293,Other,3
-25.888771,-34.708775,Class1,0
-10.619566,17.176022,Other,3
-40.929905,-16.595032,Other,3
-25.06429,24.05026,Other,3
23.478954,-16.490614,Other,3
2.5947182,5.6812906,Other,3
3.1956663,14.989975,Other,3
0.67395914,-5.5142846,Other,3
13.135748,19.892569,Other,3
-6.358356,42.406982,Top-Multi,2
22.320518,35.232273,Class1,0
-6.367301,-13.101763,Top-Multi,2
15.412341,37.376255,Other,3
-39.60485,-12.679079,Other,3
-10.823646,-7.2395825,Other,3
-10.65844,23.266485,Other,3
15.681237,-42.003674,Other,3
17.471264,-43.63017,Other,3
-5.056514,40.406433,Top-Multi,2
12.608988,28.031542,Other,3
-32.544834,-10.277506,Other,3
-34.359417,-29.531294,Other,3
11.885101,47.60518,Other,3
11.317276,15.807607,Top-Multi,2
-49.747955,-10.975628,Other,3
-5.5833793,5.591167,Other,3
-3.0537446,-24.768078,Other,3
-49.271793,-20.059889,Other,3
-1.8958465,34.882423,Other,3
-13.988002,21.5716,Other,3
-37.408173,17.426098,Other,3
11.592,44.36105,Other,3
-17.13768,9.832673,Other,3
23.915049,18.86971,Other,3
-5.292329,-16.023533,Top-Multi,2
-18.246119,9.339216,Other,3
-12.153291,-1.9316452,Other,3
-1.5958955,28.625763,Other,3
-18.925388,-15.602612,Top-Multi,2
-34.988808,-39.97255,Other,3
24.724186,29.929523,Other,3
-33.72342,-13.938145,Other,3
8.60248,-11.498727,Other,3
-32.372314,11.011955,Other,3
26.811922,-7.1468596,Other,3
0.5775754,-11.680642,Other,3
-0.079583645,-31.746374,Other,3
-7.799768,-15.396074,Other,3
-9.646187,-35.166176,Other,3
-44.862133,-28.619925,Other,3
40.57434,-11.168259,Other,3
-14.419543,34.67681,Other,3
-31.231476,22.677317,Other,3
13.152188,10.940815,Other,3
-17.524204,-21.36847,Other,3
28.216393,-35.23348,Other,3
-14.094334,43.70397,Other,3
-17.705748,-1.3758652,Top-Multi,2
-30.934782,16.058289,Other,3
14.2888775,-13.096378,Other,3
-22.168077,9.176199,Other,3
-29.92409,-33.699383,Class1,0
6.238752,48.177155,Other,3
-18.052193,12.560592,Other,3
-2.1073563,-49.7919,Other,3
-40.335167,-4.7075286,Other,3
-14.511246,2.3734784,Other,3
-5.3294787,36.840954,Other,3
3.5891523,-5.087164,Other,3
-15.820187,-19.410408,Other,3
24.370163,51.098366,Class1,0
-10.378284,-11.150691,Other,3
-11.119355,-26.050167,Other,3
7.2170596,44.175262,Other,3
-17.592873,-4.2066717,Other,3
-1.6136285,-28.771196,Top-Multi,2
6.124763,38.538036,Other,3
-5.2386885,17.175041,Top-Multi,2
